Table ID,Table Name,Table Label,Record Family,Category,Is Custom,Is System,Field Count,Has Overview,Base Type,Description,Available,Feature Required,Permission Required
CUSTOMLIST_ATLAS_CUST_TYPE,CUSTOMLIST_ATLAS_CUST_TYPE,Customer Type,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CustomField2,CustomField2,Custom Field,OTHER,System,No,Yes,0,No,,,Yes,,
CustomField4,CustomField4,Custom Field,OTHER,System,No,Yes,0,No,,,Yes,,
RevRecFieldMappingCustomField,RevRecFieldMappingCustomField,Custom Field,OTHER,System,No,Yes,0,No,,,Yes,,
CustomField,CustomField,Custom Field Definition,OTHER,System,No,Yes,0,No,,,Yes,,
glLinesAuditLog,glLinesAuditLog,Custom GL Lines Audit Log,OTHER,System,No,Yes,0,No,,,Yes,,
glLinesPluginRevision,glLinesPluginRevision,Custom GL Lines Plug-in Revisions,OTHER,System,No,Yes,0,No,,,Yes,,
customGlPlugin,customGlPlugin,Custom GL Plugin,OTHER,System,No,Yes,0,No,,,Yes,,
CustomList,CustomList,Custom List Definition,OTHER,System,No,Yes,0,No,,,Yes,,
plugInTypeImpl,plugInTypeImpl,Custom Plug-in Implementation,OTHER,System,No,Yes,0,No,,,Yes,,
plugInType,plugInType,Custom Plug-In Type,OTHER,System,No,Yes,0,No,,,Yes,,
ratableEventType,ratableEventType,Custom Recognition Event Type,OTHER,System,No,Yes,0,No,,,Yes,,
CustomRecordActionScript,CustomRecordActionScript,Custom Record Action Script,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
RecordActionScriptDeployment,RecordActionScriptDeployment,Custom Record Action Script Deployment,OTHER,System,No,Yes,0,No,,,Yes,,
CustomRecordType,CustomRecordType,Custom Record Definition,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CustomSegment,CustomSegment,Custom Segment Definition,OTHER,System,No,Yes,0,No,,,Yes,,
CustomSegmentField,CustomSegmentField,Custom Segment Field,OTHER,System,No,Yes,0,No,,,Yes,,
sublist,sublist,Custom Sublist Definition,OTHER,System,No,Yes,0,No,,,Yes,,
SUBTAB,SUBTAB,Custom Subtab,OTHER,System,No,Yes,0,No,,,Yes,,
CustomTransactionType,CustomTransactionType,Custom Transaction Definition,TRANSACTION,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST77,CUSTOMLIST77,Cutover Activity,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_DT_TILE,CUSTOMRECORD_DT_TILE,Dashboard Tile,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_DT_TILE_ALERTOPS,CUSTOMLIST_DT_TILE_ALERTOPS,Dashboard Tile Alert Operators,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_DT_TILE_TRANSFLDS,CUSTOMLIST_DT_TILE_TRANSFLDS,Dashboard Tile Trans Fields,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_DT_TRANSLATIONS,CUSTOMRECORD_DT_TRANSLATIONS,Dashboard Tile Translations,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_DT_TILE_TYPE,CUSTOMLIST_DT_TILE_TYPE,Dashboard Tile Types,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMLIST_DT_WRAPPING,CUSTOMLIST_DT_WRAPPING,Dashboard Wrapping,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_NS_MIGRATION_TRACKER,CUSTOMRECORD_NS_MIGRATION_TRACKER,Data Migration Tracker,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
datasetBuilderPlugin,datasetBuilderPlugin,Dataset Builder Plug-in,OTHER,System,No,Yes,0,No,,,Yes,,
DayOfWeek,DayOfWeek,Day of Week,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_2663_DAY_OF_WEEK,CUSTOMLIST_2663_DAY_OF_WEEK,Day of Week,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
EventDowim,EventDowim,Day Of Week in Month,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_DC_DEDUCTION_TYPE,CUSTOMRECORD_DC_DEDUCTION_TYPE,Deduction and Chargeback Type,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_DC_LANDING_PAGE,CUSTOMLIST_DC_LANDING_PAGE,Deduction Landing Page,CUSTOMLIST,System,No,Yes,0,Yes,CUSTOMLIST,,Yes,,
CUSTOMRECORD_DC_DM_DEDUCTION_MANAGEMENT,CUSTOMRECORD_DC_DM_DEDUCTION_MANAGEMENT,Deduction Management,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_DC_PREF,CUSTOMRECORD_DC_PREF,Deduction Management Setup,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_DC_DM_TASK,CUSTOMRECORD_DC_DM_TASK,Deduction Management Task,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMRECORD_DC_DM_TASK_DETAIL,CUSTOMRECORD_DC_DM_TASK_DETAIL,Deduction Management Task Detail,CUSTOM,Custom,Yes,No,0,Yes,CUSTOM,,Yes,,
CUSTOMLIST_DC_DEDUCT_TYPE,CUSTOMLIST_DC_DEDUCT_TYPE,Deduction Type,OTHER,System,No,Yes,0,No,,,Yes,,
alignOrHide,alignOrHide,Default Chart Type,OTHER,System,No,Yes,0,No,,,Yes,,
DeletedRecord,DeletedRecord,Deleted Record,OTHER,System,No,Yes,0,No,,,Yes,,
DeletedRecordInConnect,DeletedRecordInConnect,Deleted Record In Connect,OTHER,System,No,Yes,0,No,,,Yes,,
DeletedTransaction,DeletedTransaction,Deleted Transaction,TRANSACTION,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_DELIVERY_TERMS,CUSTOMLIST_DELIVERY_TERMS,Delivery Terms,OTHER,System,No,Yes,0,No,,,Yes,,
ItemDemandSource,ItemDemandSource,Demand Source,ITEM,System,No,Yes,0,No,,,Yes,,
department,department,Department,SETUP,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_SAS_DEPARTMENT_APPROVER,CUSTOMRECORD_SAS_DEPARTMENT_APPROVER,Department Approver,SETUP,Custom,Yes,No,0,No,,,Yes,,
deptSegmentMapping,deptSegmentMapping,Department Mapping,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_NS_IBE_ACT_CONF_DEPLY_TYPE,CUSTOMRECORD_NS_IBE_ACT_CONF_DEPLY_TYPE,Deployment Type,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
deposit,deposit,Deposit,OTHER,System,No,Yes,0,No,,,Yes,,
depositApplication,depositApplication,Deposit Application,OTHER,System,No,Yes,0,No,,,Yes,,
descriptionItem,descriptionItem,Description Item,ITEM,System,No,Yes,0,No,,,Yes,,
Device,Device,Device,OTHER,System,No,Yes,0,No,,,Yes,,
DeviceId,DeviceId,Device ID,OTHER,System,No,Yes,0,No,,,Yes,,
DeviceStatusType,DeviceStatusType,Device Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_8391_DD_FORMAT_SPCFC_TYPES,CUSTOMRECORD_8391_DD_FORMAT_SPCFC_TYPES,Direct Debit File Format Specific Types,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_2663_DIRECT_DEBIT_TYPE,CUSTOMLIST_2663_DIRECT_DEBIT_TYPE,Direct Debit Type,OTHER,System,No,Yes,0,No,,,Yes,,
DirectInvoicePaymentSetup,DirectInvoicePaymentSetup,Direct Invoice Payment Setup,TRANSACTION,System,No,Yes,0,No,,,Yes,,
NoteDirectionType,NoteDirectionType,Direction,OTHER,System,No,Yes,0,No,,,Yes,,
discountItem,discountItem,Discount Item,ITEM,System,No,Yes,0,No,,,Yes,,
promocodediscounttype,promocodediscounttype,Discount Type,OTHER,System,No,Yes,0,No,,,Yes,,
distributionCategory,distributionCategory,Distribution Category,OTHER,System,No,Yes,0,No,,,Yes,,
distributionNetwork,distributionNetwork,Distribution Network,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_DC_DM_TASK_STATUS,CUSTOMLIST_DC_DM_TASK_STATUS,DM Task Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_DAD_FILE,CUSTOMRECORD_DAD_FILE,DnD File,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_DAD_FILE_HTML,CUSTOMRECORD_DAD_FILE_HTML,DnD File Html,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
MediaItemFolder,MediaItemFolder,Document Folder,ITEM,System,No,Yes,0,No,,,Yes,,
domain,domain,Domain,OTHER,System,No,Yes,0,No,,,Yes,,
domainHomePageType,domainHomePageType,Domain Home Page Media Type,OTHER,System,No,Yes,0,No,,,Yes,,
domainHomePageSelect,domainHomePageSelect,Domain Home Page Select,OTHER,System,No,Yes,0,No,,,Yes,,
downloadItem,downloadItem,Download Item,ITEM,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_SAS_DRAFT_APPROVAL,CUSTOMRECORD_SAS_DRAFT_APPROVAL,Draft Approval,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
DriversLicense,DriversLicense,Driver's License,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_DT_TRANSLATABLE_FLDS,CUSTOMLIST_DT_TRANSLATABLE_FLDS,DT Translatable Fields,OTHER,System,No,Yes,0,No,,,Yes,,
dual,dual,dual,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_DUNNING_BULK_BATCH,CUSTOMRECORD_DUNNING_BULK_BATCH,Dunning Bulk Update Batch,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_3805_BULK_UPDATE_STATUS,CUSTOMLIST_3805_BULK_UPDATE_STATUS,Dunning Bulk Update Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_3805_DUNNING_CONFIG,CUSTOMRECORD_3805_DUNNING_CONFIG,Dunning Configuration,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_DUN_CRM_EMAIL_TEMPLATE,CUSTOMRECORD_3805_DUN_CRM_EMAIL_TEMPLATE,Dunning Email Template,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_DUNNING_EVAL_RESULT,CUSTOMRECORD_3805_DUNNING_EVAL_RESULT,Dunning Evaluation Result,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_DUNNING_EVAL_STATEMENT,CUSTOMRECORD_3805_DUNNING_EVAL_STATEMENT,Dunning Evaluation Statement,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_DUNNING_HOLIDAYS,CUSTOMRECORD_3805_DUNNING_HOLIDAYS,Dunning Holidays,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_L10N_JOB,CUSTOMRECORD_L10N_JOB,Dunning Job,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_DL_JOB_QUEUE,CUSTOMRECORD_DL_JOB_QUEUE,Dunning Job Queue,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_DUNNING_LEVEL,CUSTOMRECORD_3805_DUNNING_LEVEL,Dunning Level,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_DUNNING_EVAL_RULE,CUSTOMRECORD_3805_DUNNING_EVAL_RULE,Dunning Level Rule,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_DER_AMOUNT,CUSTOMRECORD_3805_DER_AMOUNT,Dunning Level Rule Amount,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_DUNNING_STATUS,CUSTOMRECORD_3805_DUNNING_STATUS,Dunning Pause Reason,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_DUNNING_SUBSTATUS,CUSTOMRECORD_3805_DUNNING_SUBSTATUS,Dunning Pause Reason Detail,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_DUNNING_PROCEDURE,CUSTOMRECORD_3805_DUNNING_PROCEDURE,Dunning Procedure,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_DUNNING_PROC_PRIORITY,CUSTOMRECORD_3805_DUNNING_PROC_PRIORITY,Dunning Procedure Priority,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_QUEUE_REQUEST,CUSTOMRECORD_3805_QUEUE_REQUEST,Dunning Queue Request,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_DUNNING_RECIPIENT,CUSTOMRECORD_3805_DUNNING_RECIPIENT,Dunning Recipient,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_DUNNING_ROLES_LIST,CUSTOMLIST_DUNNING_ROLES_LIST,Dunning Roles,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_DL_GD_SCHEDULE_WEEK_MOD_DAY,CUSTOMLIST_DL_GD_SCHEDULE_WEEK_MOD_DAY,Dunning Schedule Days,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_DL_GD_SUMMARY,CUSTOMRECORD_DL_GD_SUMMARY,Dunning Setup Summary,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_DUNNING_TEMPLATE,CUSTOMRECORD_3805_DUNNING_TEMPLATE,Dunning Template,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_3805_DUNNING_TEMPLATE_DOC,CUSTOMRECORD_3805_DUNNING_TEMPLATE_DOC,Dunning Template Document,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_EB_EEF_CONFIGURATION,CUSTOMRECORD_EB_EEF_CONFIGURATION,EB : EEF - Configuration,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_EB_NS_RECORD_COUNT,CUSTOMRECORD_EB_NS_RECORD_COUNT,EB : UTIL : Instance Record Counts,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_SCM_ECO_ACTION,CUSTOMLIST_SCM_ECO_ACTION,ECO Action,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_SCM_ECN_IMPLEMENT_ECO_LOG,CUSTOMRECORD_SCM_ECN_IMPLEMENT_ECO_LOG,ECO Implementation Log,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_SCM_ECN_IMPLEMENT_STATUS,CUSTOMLIST_SCM_ECN_IMPLEMENT_STATUS,ECO Implementation Status,OTHER,System,No,Yes,0,No,,,Yes,,
ThreeDSECommerceIndicator,ThreeDSECommerceIndicator,E-Commerce Indicator (ECI),OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_ED_CONFIG_LIST,CUSTOMLIST_ED_CONFIG_LIST,ED Configurable Field List,OTHER,System,No,Yes,0,No,,,Yes,,
edition,edition,Edition,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_ED_PREFERENCE,CUSTOMRECORD_ED_PREFERENCE,ED Preferences,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
Education,Education,Education,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_EB_EEF_OPERATION_TYPE,CUSTOMLIST_EB_EEF_OPERATION_TYPE,EEF : Operation Type,OTHER,System,No,Yes,0,No,,,Yes,,
EffectivityBasedOnType,EffectivityBasedOnType,Effectivity Based On,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_2663_PROCESS_STATUS,CUSTOMLIST_2663_PROCESS_STATUS,EFT Processing Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_15906_EP_LOGS,CUSTOMRECORD_15906_EP_LOGS,Electronic Payments Logs,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_EP_PREFERENCE,CUSTOMRECORD_EP_PREFERENCE,Electronic Payments Preference,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
RecSysEligibility,RecSysEligibility,Eligibility,OTHER,System,No,Yes,0,No,,,Yes,,
InterCompanyEliminations,InterCompanyEliminations,Eliminate Intercompany Transactions,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_SAS_APPROVAL_LOGS,CUSTOMRECORD_SAS_APPROVAL_LOGS,Email Approval Log,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
emailCapturePlugin,emailCapturePlugin,Email Capture Plugin,OTHER,System,No,Yes,0,No,,,Yes,,
EmailPreferenceType,EmailPreferenceType,Email Preference Type,OTHER,System,No,Yes,0,No,,,Yes,,
EmailTemplate,EmailTemplate,Email Template,OTHER,System,No,Yes,0,No,,,Yes,,
employee,employee,Employee,ENTITY,System,No,Yes,0,No,,,Yes,,
EmployeeChangeReason,EmployeeChangeReason,Employee Change Reason,ENTITY,System,No,Yes,0,No,,,Yes,,
EmployeeChangeRequest,EmployeeChangeRequest,Employee Change Request,ENTITY,System,No,Yes,0,No,,,Yes,,
EmployeeChangeRequestType,EmployeeChangeRequestType,Employee Change Request Type,ENTITY,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_MEYER_EMP_COMM_ADJUSTMENTS,CUSTOMRECORD_MEYER_EMP_COMM_ADJUSTMENTS,Employee Commission Adjustments,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
EmployeeList,EmployeeList,Employee Directory,ENTITY,System,No,Yes,0,No,,,Yes,,
EmployeeExpenseSourceType,EmployeeExpenseSourceType,Employee Expense Source Type,ENTITY,System,No,Yes,0,No,,,Yes,,
EmployeeFilingStatus,EmployeeFilingStatus,Employee Filing Status,ENTITY,System,No,Yes,0,No,,,Yes,,
EmployeePayrollItem,EmployeePayrollItem,Employee Payroll Item,ENTITY,System,No,Yes,0,No,,,Yes,,
EmployeeStatus,EmployeeStatus,Employee Status,ENTITY,System,No,Yes,0,No,,,Yes,,
payrollBatchPayees,payrollBatchPayees,Employees to Pay,OTHER,System,No,Yes,0,No,,,Yes,,
EmployeeSubsidiaryRelationship,EmployeeSubsidiaryRelationship,Employee-Subsidiary Relationship,ENTITY,System,No,Yes,0,No,,,Yes,,
EmployeeTaxInfo,EmployeeTaxInfo,Employee Tax Information,ENTITY,System,No,Yes,0,No,,,Yes,,
EmployeeType,EmployeeType,Employee Type,ENTITY,System,No,Yes,0,No,,,Yes,,
EmployeeTypeCategory,EmployeeTypeCategory,Employee Type Category,ENTITY,System,No,Yes,0,No,,,Yes,,
EmployeeStatusCategory,EmployeeStatusCategory,Employment Status Category,ENTITY,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_EVD_ENABLEVALIDATIONS,CUSTOMRECORD_EVD_ENABLEVALIDATIONS,Enable Validations/Default Discount,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_ENCRYPTION_DETAILS,CUSTOMRECORD_ENCRYPTION_DETAILS,Encryption Details,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
EndToEndTime,EndToEndTime,End To End Time,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_NS_IBE_PROJECT,CUSTOMRECORD_NS_IBE_PROJECT,Engagement,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_NS_IBE_ENGAGEMENT_TYPES,CUSTOMLIST_NS_IBE_ENGAGEMENT_TYPES,Engagement Types,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_SCM_ECN_ENGR_CHANGE_ORDER,CUSTOMRECORD_SCM_ECN_ENGR_CHANGE_ORDER,Engineering Change Order,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_SCM_ECO_DETAIL,CUSTOMRECORD_SCM_ECO_DETAIL,Engineering Change Order Detail,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_SCM_ECN_ECO_TYPE,CUSTOMRECORD_SCM_ECN_ECO_TYPE,Engineering Change Order Type,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
entity,entity,Entity,OTHER,System,No,Yes,0,No,,,Yes,,
entityAccountMapping,entityAccountMapping,Entity Account Mapping,ACCOUNTING,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_2663_ENTITY_BANK_TYPE,CUSTOMLIST_2663_ENTITY_BANK_TYPE,Entity Bank Detail Type,OTHER,System,No,Yes,0,No,,,Yes,,
EntityCategory,EntityCategory,Entity Category,OTHER,System,No,Yes,0,No,,,Yes,,
EntityListType,EntityListType,Entity List Type,OTHER,System,No,Yes,0,No,,,Yes,,
EntityStatus,EntityStatus,Entity Status,OTHER,System,No,Yes,0,No,,,Yes,,
EntityStatusHistory,EntityStatusHistory,Entity Status History,OTHER,System,No,Yes,0,No,,,Yes,,
EntitySubsidiaryRelationship,EntitySubsidiaryRelationship,Entity-Subsidiary Relationship,SETUP,System,No,Yes,0,No,,,Yes,,
EntityType,EntityType,Entity Type,OTHER,System,No,Yes,0,No,,,Yes,,
Entryformtemplate,Entryformtemplate,Entry Form,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_NS_IBE_ENVIRONMENT_TYPES,CUSTOMLIST_NS_IBE_ENVIRONMENT_TYPES,Environment types,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_EP_COMPANY_INFORMATION,CUSTOMRECORD_EP_COMPANY_INFORMATION,EP Company Information,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_2663_DUMMY_LIST,CUSTOMRECORD_2663_DUMMY_LIST,EP Dummy List,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_2663_EXECUTION_LOG,CUSTOMRECORD_2663_EXECUTION_LOG,EP Execution Log,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_15906_EP_LOG_TYPE,CUSTOMLIST_15906_EP_LOG_TYPE,EP Log Type,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_2663_OUTPUT_FILE_ENCODING,CUSTOMLIST_2663_OUTPUT_FILE_ENCODING,EP Output File Encoding,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_2663_EP_PROCESS,CUSTOMLIST_2663_EP_PROCESS,EP Process,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_2663_QUEUE_SETTINGS,CUSTOMRECORD_2663_QUEUE_SETTINGS,EP Queue Settings,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_EP_PROC_RESULTS,CUSTOMRECORD_EP_PROC_RESULTS,EP Thread Processing Results,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
payrollBatchError,payrollBatchError,Error,OTHER,System,No,Yes,0,No,,,Yes,,
escalationTerritory,escalationTerritory,Escalation Assignment,OTHER,System,No,Yes,0,No,,,Yes,,
estimate,estimate,Estimate,OTHER,System,No,Yes,0,No,,,Yes,,
Ethnicity,Ethnicity,Ethnicity,OTHER,System,No,Yes,0,No,,,Yes,,
CalendarEvent,CalendarEvent,Event,OTHER,System,No,Yes,0,No,,,Yes,,
BaseEvent,BaseEvent,Event,OTHER,System,No,Yes,0,No,,,Yes,,
EventPriority,EventPriority,Event Priority,OTHER,System,No,Yes,0,No,,,Yes,,
EventResponse,EventResponse,Event Response,OTHER,System,No,Yes,0,No,,,Yes,,
EventType,EventType,Event Type,OTHER,System,No,Yes,0,No,,,Yes,,
FulfillmentExceptionType,FulfillmentExceptionType,Exception Type,OTHER,System,No,Yes,0,No,,,Yes,,
executionContext,executionContext,Execution Context,OTHER,System,No,Yes,0,No,,,Yes,,
UsrExecutionLog,UsrExecutionLog,Execution Log,OTHER,System,No,Yes,0,No,,,Yes,,
expenseAmortizationEvent,expenseAmortizationEvent,Expense Amortization Event,OTHER,System,No,Yes,0,No,,,Yes,,
expensePlan,expensePlan,Expense Amortization Plan,OTHER,System,No,Yes,0,No,,,Yes,,
expenseAmortizationRule,expenseAmortizationRule,Expense Amortization Rule,OTHER,System,No,Yes,0,No,,,Yes,,
ExpenseCategory,ExpenseCategory,Expense Category,OTHER,System,No,Yes,0,No,,,Yes,,
expenseItem,expenseItem,Expense Item,ITEM,System,No,Yes,0,No,,,Yes,,
expenseReport,expenseReport,Expense Report,OTHER,System,No,Yes,0,No,,,Yes,,
ExpenseReportPolicy,ExpenseReportPolicy,Expense Report Policy,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_EXPORT_FILE_TYPES,CUSTOMRECORD_EXPORT_FILE_TYPES,Export File Type,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
pickActionFailureReason,pickActionFailureReason,Failure Reason,OTHER,System,No,Yes,0,No,,,Yes,,
FairValueDimension,FairValueDimension,Fair Value Dimension,OTHER,System,No,Yes,0,No,,,Yes,,
FairValueFormula,FairValueFormula,Fair Value Formula,OTHER,System,No,Yes,0,No,,,Yes,,
FairValuePrice,FairValuePrice,Fair Value Price,OTHER,System,No,Yes,0,No,,,Yes,,
FairValueRangePolicy,FairValueRangePolicy,Fair Value Range Checking Policy,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMLIST_FAM_LIST_ACCRUAL_CONVENTION,CUSTOMLIST_FAM_LIST_ACCRUAL_CONVENTION,FAM Accrual Convention,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_NCFAR_ALTDEPRECIATION,CUSTOMRECORD_NCFAR_ALTDEPRECIATION,FAM Alternate Depreciation,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_NCFAR_ALTMETHODS,CUSTOMRECORD_NCFAR_ALTMETHODS,FAM Alternate Methods,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_NCFAR_ANNUALENTRY,CUSTOMLIST_NCFAR_ANNUALENTRY,FAM Annual Method Entry,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_NCFAR_ASSET,CUSTOMRECORD_NCFAR_ASSET,FAM Asset,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_FAM_ASSETFIELDIDTYPE,CUSTOMLIST_FAM_ASSETFIELDIDTYPE,FAM Asset Field ID Type,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_NCFAR_ASSETPROPOSAL,CUSTOMRECORD_NCFAR_ASSETPROPOSAL,FAM Asset Proposal,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_NCFAR_PROPOSALSTATUS,CUSTOMLIST_NCFAR_PROPOSALSTATUS,FAM Asset Proposal Status,OTHER,System,No,Yes,0,No,,,Yes,,
CUSTOMRECORD_FAM_ASSETREGISTERREPLINE,CUSTOMRECORD_FAM_ASSETREGISTERREPLINE,FAM Asset Register Rep Line,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_FAM_ASSETREGISTERREP,CUSTOMRECORD_FAM_ASSETREGISTERREP,FAM Asset Register Report,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMRECORD_FAM_ASSETRESETDATA,CUSTOMRECORD_FAM_ASSETRESETDATA,FAM Asset Reset Data,CUSTOM,Custom,Yes,No,0,No,,,Yes,,
CUSTOMLIST_FAM_ASSET_SPLIT_RULES,CUSTOMLIST_FAM_ASSET_SPLIT_RULES,FAM Asset Split Rules,OTHER,System,No,Yes,0,No,,,Yes,,
